 label Gender(0=Male;1=Female;) Gender_ID(0=Male;1=Female;2=Other;) Greek(0=No;1=Yes;) Home_Town(0=Small_Town;1=Medium_City;2=Big_City_Subrub;3=Big_City;) In_State(0=No;1=Yes;) Ethnicity(0=White;1=Black;2=Hispanic;3=East_Asian;4=South_Asian;5=Other;) Religion(0=Christian;1=Jewish;2=Muslim;3=Hindu;4=Buddhist;5=Religious_but_not_one_of_the_above;6=Agnostic;7=Atheist;) Religious like_Math Calculus(0=No;1=Yes;) ACT GPA Party_Hours_per_week Drinks_per_week Sex_Partners Relationships Call_Parents Cell_Phone(0=Android;1=iPhone;2=Other;) Social_Media(10=V10_or_more;) Texts Good_or_Well Expected_Income President(1=Donald_Trump;2=Hillary_Clinton;3=Jill_Stein;4=Gary_Johnson;5=Not_eligible_to_vote;6=Chose_not_to_vote;) Illinois_Commitment Family_Income Liberal Political_Party(0=Democratic;1=Republican;2=Independent;3=Green;4=Libertarian;5=Other;) Grade_vs_Learning Parent_Relationship Work_Hours Tuition Career Section(1=L1;2=KF;3=ONL;) 
Obs490 490 0 0 0 2 1 0 0 5 8 1 31 3.9 2 1 0 0 1 1 1 1 6 80 5 10 80 0 0 3 9 0 70 5 1 
Obs491 491 1 1 0 0 1 0 0 7 6 0 28 3.6 15 14 1 1 17 1 3 10 6 100 5 5 600 7 1 7 10 0 100 0 1 
Obs492 492 1 1 0 3 1 1 0 2 3 0 27 3.3 0 0 1 1 4 1 6 4 8 200 5 10 30 2 0 0 10 40 100 8 1 
Obs493 493 0 0 0 2 1 0 6 1 1 0 30 3.9 2 0 2 1 1 1 2 2 4 80 5 8 430 1 0 4 4 0 0 3 1 
Obs494 494 1 1 0 2 1 0 0 3 4 1 27 4 11 7 1 1 2 1 5 9 5 100 5 9 150 2 0 5 8 0 100 6 1 
Obs495 495 1 1 0 3 1 2 0 8 8 0 25 3.2 9 20 1 0 3 1 10 6 3 69 5 10 13 3 0 2 9 10 20 9 1 
Obs496 496 0 0 0 3 0 3 0 7 7 1 30 3.7 2 1 0 0 2 1 10 4 7 90 5 3 37 2 0 5 5 0 20 7 1 
Obs497 497 1 1 0 0 1 0 5 4 2 0 29 4 0 1 0 0 2 1 2 3 0 75 5 9 30 1 0 6 5 0 70 7 1 
Obs498 498 1 1 0 2 1 1 0 8 0 1 32 3.6 3 5 2 1 5 1 3 4 5 100 5 10 50 1 0 5 4 15 0 7 1 
Obs499 499 1 1 0 2 1 0 6 0 7 1 26 4 4 1 0 1 1 1 4 6 5 100 5 9 100 2 0 5 8 10 100 6 1 
Obs500 500 1 0 0 1 0 0 5 7 9 1 33 3.8 0 0 0 2 1 1 4 15 0 100 5 10 120 0 2 7 8 15 60 7 1 
Obs501 501 1 1 0 2 1 5 0 7 3 1 24 3 7 6 0 0 0 0 3 2 3 80 5 4 61000 1 0 7 5 10 40 0 1 
Obs502 502 1 1 1 2 1 0 1 4 5 0 31 3.7 1 3 2 1 1 1 7 4 5 70 5 8 110 1 0 4 8 5 70 1 1 
Obs503 503 1 1 0 1 0 0 7 0 7 0 28 3.9 0 0 3 1 14 1 3 5 9 80 5 8 80 2 0 5 7 0 0 5 1 
Obs504 504 1 1 1 2 1 0 0 7 6 0 26 3.4 10 10 0 5 7 1 5 8 3 50 5 5 90 6 1 7 8 30 40 10 1 
Obs505 505 1 1 0 3 1 3 4 6 7 1 26 3.7 0 0 0 0 2 1 2 4 5 90 6 5 65 4 0 4 8 5 80 8 1 
Obs506 506 1 1 0 2 1 0 7 0 5 1 27 4 5 0 0 1 4 1 2 5 0 80 5 8 180 3 2 6 10 0 50 6 1 
Obs507 507 0 0 0 3 1 0 0 5 8 1 35 3.9 3 5 2 2 1 0 1 4 7 200 5 10 200 1 0 6 9 0 100 7 1 
Obs508 508 1 1 1 1 1 2 0 2 10 0 22 2.4 6 12 5 3 5 1 3 4 10 200 5 10 80 2 0 7 10 20 60 8 1 
Obs509 509 1 1 0 3 1 1 0 4 4 1 20 2.1 4 2 0 0 2 1 6 2 5 40 5 5 10 5 0 7 8 10 50 1 1 
Obs510 510 0 0 0 2 1 0 0 6 8 0 22 3.3 8 10 1 1 5 1 4 2 5 115 6 10 210 7 2 4 10 10 30 7 1 
Obs511 511 1 1 0 3 1 0 7 1 5 1 30 3.9 0 0 0 1 7 1 0 3 0 60 5 10 100 3 0 5 10 0 100 10 1 
Obs512 512 1 1 0 3 1 5 6 0 0 0 21 3.4 2 3 2 2 1 0 10 5 5 50 5 10 1 0 0 4 4 10 0 0 1 
Obs513 513 0 0 0 0 1 0 6 3 10 1 29 3.3 2 2 12 4 0 1 0 1 3 30 6 10 20 4 0 8 7 25 0 6 2 
Obs514 514 0 0 1 2 1 2 6 1 7 0 25 3.6 10 24 10 1 1 1 2 3 7 110 1 8 200 5 1 4 9 25 70 4 2 
Obs515 515 1 1 0 1 1 2 0 5 2 0 28 3.4 5 5 1 1 1 1 6 5 8 100 5 9 20 3 0 3 7 0 0 1 2 
Obs516 516 1 1 0 3 1 2 0 5 5 1 21 2.9 0 1 1 1 0 0 10 2 6 88 5 10 20 1 0 4 3 10 0 10 2 
Obs517 517 0 0 0 3 0 3 7 0 10 1 34 3.9 0 0 0 0 1 0 1 1 9 1000 5 4 30 6 5 10 7 0 100 10 2 
Obs518 518 1 1 0 3 1 1 5 3 1 1 27 3.1 3 0 2 2 12 1 2 4 8 90 5 10 8 0 0 2 10 0 80 7 2 
Obs519 519 1 1 0 1 1 5 6 4 0 0 28 3.7 0 2 1 2 2 1 2 5 7 60 2 0 140 5 2 8 10 10 100 4 2 
Obs520 520 1 1 1 2 1 3 0 3 0 1 27 3.2 2 1 0 1 5 1 2 4 4 70 6 4 110 3 0 3 9 5 100 4 2 
Obs521 521 1 1 0 2 1 0 0 4 2 1 32 3.8 0 0 1 2 4 1 3 4 3 80 5 10 200 1 0 5 9 0 80 9 2 
Obs522 522 1 1 0 3 1 2 5 5 8 1 22 3.6 0 0 0 1 7 1 4 3 4 750 6 10 100 4 5 3 8 0 80 3 2 
Obs523 523 0 0 0 0 1 0 0 9 9 1 29 3.8 5 6 1 2 3 0 1 2 7 100 5 8 110 8 2 2 9 10 0 9 2 
Obs524 524 1 1 0 1 1 0 7 0 5 0 26 3.8 0 0 2 0 4 0 5 4 3 60 1 0 100 7 1 4 3 40 10 8 2 
Obs525 525 1 1 0 1 0 3 0 5 8 1 32 3.8 0 0 0 0 4 0 3 3 7 90 5 6 100 5 0 8 8 0 100 2 2 
Obs526 526 1 1 0 2 1 0 0 6 1 0 25 3.4 11 7 0 0 2 1 4 10 2 180 5 8 190 4 5 2 10 0 100 9 2 
Obs527 527 1 1 0 1 1 0 0 1 2 0 25 3.7 0 0 0 0 6 1 6 8 4 80 5 10 60 1 4 5 7 10 80 6 2 
Obs528 528 0 0 1 2 1 3 4 6 4 1 31 3.5 3 0 3 1 2 1 2 3 3 400 6 6 100 4 0 6 10 0 40 10 2 
Obs529 529 1 1 0 2 1 4 2 5 6 1 28 3.5 0 0 0 1 2 1 3 6 5 100 5 10 45 5 0 7 8 0 10 8 2 
Obs530 530 1 1 1 2 1 0 0 3 6 1 28 3.4 12 6 2 0 40 1 1 6 3 80 2 10 180 2 0 4 6 0 100 8 2 
Obs531 531 1 1 0 2 0 3 4 7 8 1 33 3.7 0 0 7 1 7 1 2 4 10 150 5 9 210 6 1 5 8 0 100 7 2 
Obs532 532 1 1 0 3 1 5 6 2 5 0 32 3.7 1 0 1 1 1 1 2 7 4 100 5 10 300 2 0 6 6 0 100 4 2 
Obs533 533 1 1 1 3 1 3 5 0 8 1 32 3.8 0 0 0 0 1 0 1 2 10 90 6 6 100 5 0 6 9 0 50 10 2 
Obs534 534 1 1 1 2 1 1 0 6 6 1 27 2.8 0 0 2 1 9 1 5 2 1 110 6 9 78 6 0 2 8 0 80 7 2 
Obs535 535 0 0 0 2 0 5 4 3 6 1 31 3.6 4 0 3 2 7 0 2 6 6 100 6 5 400 2 1 5 10 0 100 7 2 
Obs536 536 0 0 1 2 1 0 0 3 4 0 30 3.8 15 40 7 1 1 1 2 10 7 150 6 10 300 5 2 3 10 0 100 6 2 
Obs537 537 1 1 0 2 1 1 2 4 5 1 22 2.9 8 10 12 1 4 1 6 2 6 300 5 10 50 3 0 4 7 10 30 4 2 
Obs538 538 1 1 1 2 1 0 0 8 1 1 25 3.5 3 5 1 1 6 1 6 5 5 100 5 10 200 2 0 2 6 10 80 0 2 
Obs539 539 1 1 0 0 1 0 0 5 6 0 24 3.8 6 6 2 2 7 1 3 6 5 90 6 8 300 5 0 3 9 15 90 1 2 
Obs540 540 1 1 1 2 0 3 0 5 7 1 32 3.7 12 18 15 2 2 1 3 10 6 500 2 5 1000 5 0 6 9 0 100 9 2 
Obs541 541 1 1 0 3 1 2 0 8 7 1 26 3.8 0 0 0 1 7 1 2 4 4 100 5 10 30 7 0 3 8 0 0 0 2 
Obs542 542 1 1 1 0 1 0 0 9 7 0 21 3.9 3 1 1 1 7 1 1 4 4 170 5 5 200 7 1 2 10 15 100 2 2 
Obs543 543 0 0 1 0 1 0 0 5 7 1 28 3.8 10 30 1 1 1 1 1 2 5 115 1 0 0 10 1 5 9 15 100 3 2 
Obs544 544 1 1 1 0 1 0 0 7 5 1 25 3.8 12 8 2 2 2 1 5 8 5 100 1 6 65 6 1 4 6 10 20 5 2 
Obs545 545 1 1 0 2 1 0 0 8 9 1 31 3.9 0 0 1 2 4 1 3 15 7 65 5 2 200 7 1 5 8 5 90 7 2 
Obs546 546 0 0 0 2 1 3 0 3 0 0 24 3.5 0 2 1 0 4 1 1 3 10 120 6 10 80 3 0 5 6 0 0 10 2 
Obs547 547 1 1 0 1 1 5 0 0 10 1 22 3.4 0 0 20 1 1 1 2 1 0 200 5 10 20 5 0 3 0 15 0 4 2 
Obs548 548 1 0 0 2 1 3 6 3 8 1 32 3.2 2 1 0 1 10 1 3 2 7 500 5 3 40 5 0 3 7 20 100 10 2 
Obs549 549 1 1 0 3 0 3 4 3 1 1 36 3.7 0 0 1 1 2 1 3 5 5 300 5 5 100 5 5 5 9 0 100 6 2 
Obs550 550 1 1 0 3 1 0 0 0 8 1 33 3.8 3 6 0 0 1 1 2 7 1 70 5 10 60 2 0 5 10 0 100 7 2 
Obs551 551 0 0 1 3 1 0 1 3 0 1 28 3.3 10 0 4 3 3 1 10 20 5 200 5 8 300 5 0 5 10 20 100 7 2 
Obs552 552 1 1 1 2 1 4 2 7 7 1 26 3 2 1 3 1 7 1 5 4 10 100 6 10 15 3 0 0 8 0 100 10 2 
Obs553 553 0 0 1 2 1 2 6 2 3 1 24 3.3 25 10 10 2 7 1 4 6 5 200 5 5 120 3 2 4 9 20 90 8 2 
Obs554 554 0 0 0 3 0 4 3 5 1 1 27 2.8 5 7 7 3 7 0 10 18 10 450 5 6 143 5 5 0 10 15 100 10 2 
Obs555 555 1 1 1 3 1 2 6 1 6 0 29 3.9 10 8 3 4 3 1 3 5 5 60 5 10 100 1 0 4 9 0 100 7 2 
Obs556 556 0 0 0 3 1 2 7 2 5 1 27 3.6 5 5 2 2 2 0 3 3 4 90 6 10 60 0 2 7 8 5 10 4 2 
Obs557 557 1 1 1 3 1 0 6 1 7 0 27 3.2 10 15 5 1 5 1 2 6 4 85 2 10 200 1 0 5 7 0 60 6 2 
Obs558 558 1 1 0 2 1 3 4 2 8 1 32 3.8 2 1 5 0 4 1 1 3 7 120 2 5 60 4 0 3 9 10 100 7 2 
Obs559 559 1 1 1 2 0 3 5 5 1 0 30 3.3 0 0 3 2 2 1 3 15 5 150 5 5 200 3 0 8 8 15 90 9 2 
Obs560 560 1 1 0 1 1 3 5 2 2 1 26 2.3 8 7 1 1 0 1 10 4 5 850 5 5 100 4 2 5 8 0 100 2 2 
Obs561 561 1 1 0 0 0 5 0 2 3 0 21 2.7 1 0 5 2 4 1 5 2 5 6 5 6 20 4 0 6 10 15 90 10 2 
Obs562 562 1 1 0 1 1 0 0 10 5 1 27 3.7 0 0 0 0 3 0 6 4 5 120 5 5 152 7 1 5 8 0 10 10 2 
Obs563 563 1 1 0 2 1 0 0 8 3 1 22 3.4 0 0 1 1 20 1 2 4 10 100 1 0 1000 10 1 0 10 0 100 0 2 
Obs564 564 1 1 0 3 1 3 0 5 0 0 27 4 1 1 0 0 2 1 3 7 5 100 5 5 200 3 5 5 3 5 90 7 2 
Obs565 565 0 0 0 2 1 0 0 7 7 1 34 3 8 10 1 1 3 1 4 4 5 200 5 2 210 8 1 5 9 15 10 10 2 
Obs566 566 1 1 0 2 1 5 6 1 5 0 21 3.8 8 12 2 1 3 1 8 7 9 150 6 5 160 5 1 3 9 0 70 0 2 
Obs567 567 1 1 0 1 1 1 0 2 5 0 20 4 0 0 0 0 3 1 3 5 5 150 5 10 32 2 0 5 10 0 0 0 2 
Obs568 568 1 1 0 3 1 3 0 2 7 0 27 4 0 1 0 0 14 1 4 5 3 50 5 10 3 3 0 7 9 20 0 5 2 
Obs569 569 1 1 0 0 1 0 0 7 6 0 19 3.3 0 0 1 2 4 1 2 4 5 100 1 0 150 10 1 5 10 0 0 8 2 
Obs570 570 1 1 0 3 1 0 7 0 7 1 31 3.9 0 0 0 0 1 1 5 10 6 80 5 10 80 1 0 4 3 0 50 8 2 
Obs571 571 0 0 1 2 1 0 0 7 4 1 28 3.8 4 8 5 2 2 1 1 10 0 250 5 5 200 7 1 5 9 15 90 5 2 
Obs572 572 0 0 0 2 1 0 0 0 1 1 28 1.9 2 5 1 1 1 1 2 2 7 200 5 10 300 5 5 3 7 0 100 3 2 
Obs573 573 1 1 0 0 0 0 6 0 0 0 25 3.6 0 2 5 3 1 1 2 1 6 50 2 10 75 1 3 5 4 40 0 2 2 
Obs574 574 1 1 1 3 1 2 5 5 2 0 21 3 4 3 3 1 2 1 10 5 5 70 5 10 30 5 0 2 8 5 0 8 2 
Obs575 575 1 1 0 3 1 3 7 0 5 1 25 3.8 0 0 0 0 0 1 5 5 6 110 6 6 65 5 0 5 5 0 70 6 2 
Obs576 576 1 1 1 2 1 0 0 6 5 1 31 3.3 11 10 8 1 4 1 3 12 0 150 5 5 170 5 0 5 9 15 100 7 2 
Obs577 577 0 0 0 3 0 3 0 5 7 1 32 3.5 7 3 0 0 4 1 2 4 6 180 2 5 80 7 2 5 7 15 50 7 2 
Obs578 578 1 2 0 2 1 0 5 4 5 1 32 3.9 3 0 2 4 0 0 5 10 4 50 5 10 20 0 0 4 0 25 0 8 2 
Obs579 579 0 0 0 2 1 0 0 3 5 1 25 3.8 4 10 3 0 0 0 8 10 0 500 1 5 200 6 2 3 5 20 80 10 2 
Obs580 580 0 0 0 0 0 3 0 5 8 1 35 3.8 0 1 5 2 1 1 3 10 9 100 5 5 300 4 0 3 9 0 100 4 2 
Obs581 581 1 1 0 1 1 2 0 6 5 1 23 3.9 8 15 3 2 6 1 7 10 5 75 5 9 45 1 0 5 4 0 50 1 2 
Obs582 582 1 1 0 2 1 3 0 7 1 1 32 3.9 7 2 3 1 10 1 3 8 4 1000 5 2 170 8 1 1 10 15 100 10 2 
Obs583 583 0 0 0 3 1 3 0 8 5 1 23 4 2 0 0 0 2 1 4 4 7 110 5 10 130 3 0 2 7 10 60 7 2 
Obs584 584 1 1 0 2 1 0 0 1 3 1 25 3.5 9 6 6 1 3 1 5 4 7 60 5 5 500 8 0 5 10 0 50 4 2 
Obs585 585 1 1 0 3 1 2 0 7 5 0 30 3.6 2 0 0 0 5 0 6 3 5 50 5 10 45 3 0 7 7 0 0 4 2 
Obs586 586 1 1 0 1 1 3 7 0 6 1 22 3.1 0 1 0 2 6 0 5 3 9 45 5 5 20 5 5 2 4 15 40 7 2 
Obs587 587 1 1 0 3 0 3 7 0 6 1 34 3.8 0 0 0 1 2 1 3 5 8 200 5 5 250 5 5 4 4 0 100 1 2 
Obs588 588 0 0 0 2 1 4 2 3 3 1 30 3.8 3 5 3 2 20 1 5 5 10 900 2 10 500 3 0 2 10 0 100 10 2 
Obs589 589 1 1 0 2 1 0 0 7 4 0 27 3.7 0 0 1 3 2 1 2 8 3 80 5 4 80 3 0 5 10 0 60 9 2 
Obs590 590 0 0 0 0 0 3 0 4 3 1 25 2.6 0 1 0 0 1 0 1 2 9 40 5 0 40 5 5 3 10 0 100 6 2 
Obs591 591 1 1 1 2 1 0 0 7 9 1 30 3.2 10 10 5 2 4 1 9 6 5 80 2 6 100 5 0 5 10 0 50 8 2 
Obs592 592 1 1 0 2 1 2 0 6 2 1 30 2.5 3 3 1 1 2 1 2 3 3 90 2 10 55 2 0 4 8 15 70 9 2 
Obs593 593 1 1 0 1 0 3 7 0 7 0 32 3.8 1 0 0 2 5 1 3 0 10 99999 6 5 0 7 5 5 8 0 100 8 2 
Obs594 594 1 1 0 1 1 0 0 3 7 1 26 3.9 4 1 0 0 7 1 1 10 0 75 5 0 120 3 0 5 9 10 50 4 2 
Obs595 595 0 0 0 3 0 3 7 1 3 1 32 3.5 0 0 0 0 3 1 2 4 8 50 5 8 300 4 5 5 9 0 100 4 2 
Obs596 596 1 1 0 2 1 4 2 8 7 1 34 3.9 2 0 0 0 6 1 3 4 7 150 5 10 120 3 0 5 8 0 100 8 2 
Obs597 597 0 0 0 2 1 3 5 4 6 0 30 3.8 0 0 1 2 3 1 4 5 8 70 5 10 200 2 0 5 7 20 100 5 2 
Obs598 598 1 1 1 0 0 0 0 4 1 0 29 3.4 5 5 3 1 5 1 3 15 5 100 2 6 500 5 0 5 8 10 100 2 2 
Obs599 599 1 1 0 2 1 0 0 0 1 0 28 3.4 1 3 1 1 1 1 2 5 0 75 2 7 200 4 0 10 3 0 90 10 2 
Obs600 600 0 0 0 2 0 3 0 4 7 1 33 3.7 0 4 9 2 7 1 4 5 10 1000 5 3 200 8 0 3 8 0 100 7 2 
Obs601 601 1 1 1 0 1 0 0 8 8 1 27 3.3 3 15 0 0 20 1 2 15 5 500 5 2 300 7 1 3 7 10 100 10 2 
Obs602 602 1 1 0 1 1 2 0 7 3 0 23 3.5 8 9 3 1 4 1 2 7 5 90 5 6 20 4 0 5 10 0 0 7 2 
Obs603 603 1 1 1 0 1 0 5 2 5 1 28 3.7 4 14 5 2 3 1 5 4 9 150 2 3 120 3 0 2 9 10 40 6 2 
Obs604 604 0 0 0 0 1 0 0 6 4 1 30 3.9 2 0 0 2 7 1 1 3 2 90 4 10 120 4 2 6 8 0 100 7 2 
Obs605 605 0 0 1 0 1 0 7 0 8 1 26 2.9 1 1 4 1 1 0 2 2 7 110 6 9 140 4 0 0 10 0 100 3 2 
Obs606 606 1 1 0 3 1 2 5 4 8 0 27 3.8 0 0 0 0 2 0 2 4 5 70 5 10 33 3 0 6 6 15 20 0 2 
Obs607 607 1 1 0 2 1 0 6 0 6 0 28 3.8 8 5 3 2 2 1 3 2 8 100 5 5 100 3 0 3 8 10 80 0 2 
Obs608 608 1 1 0 3 1 5 6 1 6 1 28 3.9 2 0 13 3 2 1 1 15 0 100 5 10 20 3 0 5 3 0 10 5 2 
Obs609 609 1 1 1 2 1 0 6 1 3 1 28 3.5 10 10 16 1 3 1 2 4 0 90 2 9 100 0 0 7 8 10 100 10 2 
Obs610 610 1 1 0 3 1 0 6 2 2 1 28 4 8 11 2 1 7 1 4 12 9 80 5 10 100 1 0 5 10 10 100 10 2 
Obs611 611 1 1 0 0 1 0 6 1 3 1 34 4 0 1 2 2 6 1 2 2 6 120 5 7 105 4 0 4 7 20 60 6 2 
Obs612 612 1 1 0 3 1 5 5 5 3 1 28 3.5 15 0 1 1 4 1 10 10 8 900 2 10 0 10 0 10 3 30 0 10 2 
Obs613 613 1 1 0 0 1 0 7 0 3 0 26 3.7 0 0 3 3 0 1 3 2 4 40 5 10 20 2 2 5 2 25 0 0 2 
Obs614 614 1 1 0 0 1 0 5 5 6 1 28 3.8 4 0 1 2 3 1 2 2 4 100 5 5 145 7 1 7 8 0 0 7 2 
Obs615 615 0 0 1 1 1 0 6 3 3 1 27 3.6 10 10 5 1 1 1 2 12 5 75 1 5 85 7 1 4 8 15 90 9 2 
Obs616 616 1 1 0 3 1 1 0 2 10 1 24 3.6 3 4 1 2 5 1 2 2 5 50 5 10 30 3 0 5 10 25 20 6 2 
Obs617 617 0 0 0 2 1 0 0 2 3 1 30 3.7 4 8 5 3 1 0 2 4 7 200 5 8 80 6 3 5 6 0 10 4 2 
Obs618 618 1 1 1 0 1 5 0 7 10 0 24 3.1 4 10 6 1 8 1 5 4 5 150 1 3 300 8 1 5 10 0 80 10 2 
Obs619 619 1 1 0 0 1 0 6 0 3 1 30 3.3 5 10 1 2 12 1 2 2 5 120 2 10 220 3 0 5 4 10 100 10 2 
Obs620 620 1 1 0 2 1 2 0 5 6 1 23 3.1 6 3 2 1 5 1 3 5 10 9999 5 10 60 0 0 10 10 10 0 0 2 
Obs621 621 1 1 0 1 1 5 0 2 2 1 23 3 4 6 5 3 15 1 5 4 6 75 6 10 35 5 5 3 10 0 50 7 2 
Obs622 622 1 1 0 0 1 0 6 0 5 0 26 3.6 7 12 0 0 1 1 2 5 1 75 5 10 50 1 0 5 7 10 0 2 2 
Obs623 623 1 1 0 0 1 0 0 8 0 0 19 3.6 0 0 2 2 3 1 5 3 0 45 1 4 100 10 1 5 10 25 0 9 2 
Obs624 624 0 0 0 3 0 3 6 0 7 1 34 3.7 1 0 9 2 2 1 5 5 8 300 5 0 300 6 5 2 8 5 100 7 2 
Obs625 625 1 1 0 2 1 0 6 1 6 1 31 4 7 6 5 2 1 1 2 2 5 70 5 10 60 1 0 5 9 0 10 6 2 
Obs626 626 1 1 0 2 1 0 0 6 9 1 30 3.6 4 4 0 0 14 1 2 5 1 100 2 9 80 2 0 5 9 0 10 10 2 
Obs627 627 1 1 0 3 1 1 0 8 8 1 22 3.8 13 20 3 1 4 1 2 7 5 75 5 10 0 4 0 2 9 0 0 3 2 
Obs628 628 1 1 0 3 1 5 0 7 0 0 25 2 1 3 4 2 1 1 1 5 0 60 6 10 0 5 5 5 6 0 0 10 2 
Obs629 629 0 0 0 2 1 2 0 3 7 1 26 3.2 15 40 20 0 3 1 3 6 3 140 5 10 82 0 0 5 10 0 0 10 2 
Obs630 630 1 1 0 0 1 0 6 1 5 1 25 3.7 6 4 0 0 5 1 5 6 4 100 5 4 120 7 1 4 10 0 80 7 2 
Obs631 631 1 1 1 2 1 0 0 6 2 1 34 4 6 6 2 2 3 1 1 5 3 100 5 7 200 5 0 3 9 0 30 9 2 
Obs632 632 1 1 0 2 1 2 5 3 5 1 27 3.6 0 0 0 2 4 1 2 4 5 80000 5 9 10000 3 0 5 4 0 80 3 2 
Obs633 633 1 1 0 3 1 1 5 5 2 0 26 2.6 0 0 0 1 1 0 2 0 5 50 3 10 30 4 5 5 5 0 0 0 2 
Obs634 634 1 1 0 2 1 0 0 5 3 0 19 3.3 3 0 0 0 4 1 4 4 5 125 5 6 200 4 0 7 10 0 100 6 2 
Obs635 635 1 1 0 1 1 0 0 6 4 0 30 3.9 9 0 10 2 1 1 4 8 5 90 5 10 200 2 0 4 8 0 90 7 2 
Obs636 636 1 1 0 1 0 5 7 0 4 1 30 3.7 0 12 4 2 1 0 2 2 5 90 2 5 65 3 0 6 10 20 0 5 2 
Obs637 637 0 0 0 1 1 0 0 6 4 1 34 3.7 0 0 0 0 7 1 1 3 10 100 1 5 70 7 1 7 8 10 20 10 2 
Obs638 638 1 1 0 3 1 2 0 5 5 1 20 3.3 4 6 0 0 2 1 10 2 0 100 5 10 40 0 0 4 8 0 100 2 2 
Obs639 639 1 1 0 1 1 0 0 5 8 1 26 3.8 0 2 3 2 1 1 1 3 4 100 2 10 45 5 0 5 10 25 100 8 2 
Obs640 640 0 0 0 2 1 0 0 3 5 1 33 3.1 12 35 7 2 3 1 10 10 8 60 1 2 70 7 1 5 8 0 10 3 2 
Obs641 641 1 1 0 0 1 0 6 0 8 1 27 4 1 3 1 0 1 1 1 7 5 130 5 10 30 5 5 5 8 15 0 9 2 
Obs642 642 1 1 1 2 1 5 5 6 9 1 29 3.2 5 5 0 0 1 1 6 5 6 90 2 10 70 2 0 3 8 0 20 8 2 
Obs643 643 1 1 1 2 1 0 0 7 5 0 24 3.3 8 10 2 2 7 1 2 20 5 70 2 0 350 0 0 10 10 0 90 10 2 
Obs644 644 0 0 0 3 0 3 5 2 3 1 27 3.6 7 0 2 3 10 1 8 5 5 40 6 5 500 5 1 5 6 0 70 4 2 
Obs645 645 1 1 1 2 1 0 6 2 4 0 27 3.7 10 10 11 0 2 1 3 3 10 100 5 3 160 4 2 5 8 10 80 3 2 
Obs646 646 0 0 0 1 1 2 6 2 5 1 28 3.5 7 4 21 4 2 1 4 5 3 80 5 9 40 3 0 8 4 10 0 7 2 
Obs647 647 1 1 1 3 1 5 0 4 2 1 23 2 1 10 10 0 1 1 5 5 7 120 6 5 80 4 2 3 7 5 40 8 2 
Obs648 648 1 1 0 2 1 5 6 2 0 1 29 3.6 0 0 0 0 4 1 5 1 5 40 5 10 40 0 0 5 9 0 100 0 2 
Obs649 649 1 1 0 3 0 3 7 0 8 1 30 3.5 3 3 1 0 2 1 2 8 8 15 5 5 20 4 1 4 10 0 100 8 2 
Obs650 650 0 0 0 1 1 2 0 2 8 1 21 3.6 0 0 0 1 14 0 7 0 5 90 6 10 60 3 5 5 10 5 0 0 2 
Obs651 651 0 0 0 2 1 1 0 7 7 1 24 2.2 1 0 3 3 4 1 5 2 5 110 2 9 150 8 0 7 8 0 90 8 2 
Obs652 652 1 1 0 1 1 2 0 8 8 1 22 3 7 8 5 2 12 1 3 12 5 102 1 1 160 9 0 0 5 25 0 10 2 
Obs653 653 1 1 0 0 1 3 4 2 6 1 27 3.1 0 0 0 0 3 0 2 2 5 100 5 9 100 5 5 3 7 0 100 0 2 
Obs654 654 0 0 0 3 1 2 7 0 0 1 21 3.3 4 2 1 1 2 0 2 5 7 35 5 10 21 2 0 8 8 25 0 5 2 
Obs655 655 1 1 0 2 1 0 5 3 2 0 33 3.5 12 4 0 0 5 1 3 10 3 250 5 9 100 3 4 9 7 10 0 7 2 
Obs656 656 0 0 1 0 1 0 0 9 5 1 24 3.3 6 15 3 6 1 1 2 8 4 50 1 8 180 8 1 7 8 0 50 9 2 
Obs657 657 0 0 0 3 1 2 0 3 10 1 25 3.4 0 1 1 1 3 1 7 10 6 80 5 8 80 2 0 8 8 0 0 10 2 
Obs658 658 1 1 1 2 1 0 0 6 9 1 31 4 9 3 1 1 7 1 3 8 5 100 5 4 200 5 0 5 8 0 30 10 2 
Obs659 659 1 1 0 2 1 4 7 0 7 1 30 3.7 0 0 0 0 5 0 1 2 9 90 5 10 70 1 0 1 1 0 100 7 2 
Obs660 660 1 1 1 2 1 0 0 6 3 0 28 4 0 5 3 4 5 0 2 2 3 120 2 9 72 1 0 9 8 30 0 9 2 
Obs661 661 0 0 1 3 1 2 5 6 5 0 21 3.3 6 6 5 0 3 1 3 6 10 90 6 9 26 1 0 7 9 10 100 8 2 
Obs662 662 1 1 0 2 1 0 6 2 1 0 28 3.9 3 5 1 2 7 1 3 6 7 70 5 8 45 3 4 6 7 0 30 0 2 
Obs663 663 0 0 0 2 1 2 7 0 8 1 29 2.8 0 0 0 0 4 0 2 5 6 60 5 8 30 3 0 5 8 0 10 6 2 
Obs664 664 0 0 0 2 1 5 7 0 5 1 36 3.5 0 1 1 3 1 1 1 10 6 300 6 6 70 3 0 3 3 10 70 0 2 
Obs665 665 1 1 0 2 1 2 5 3 6 1 23 3.7 4 2 1 1 4 1 4 4 5 70 5 10 40 1 0 3 6 0 0 9 2 
Obs666 666 1 1 0 3 1 0 5 3 5 1 29 3.2 4 3 1 1 2 1 6 4 8 75 5 10 25 4 0 4 8 0 50 1 2 
